Table V9.0,fnGetKeys.Key,fnGetKeys.Description,fnGetKeys.Duplicates,fnGetKeys.Activity code
GCCEGRUPYM,CRY1,PYM+LEV+GRU+LIN,No,
GCCEGRUPYM,CRY2,PYM+SBBGRU,Yes,
GCCEGRUPYM,CRY4,PYM+GRU,Yes,
GCCEGRUPYM,CRY5,PYM+CCE,Yes,
GCCEPYM,CYM0,PYM,No,
GCCEPYM,CYM1,DIE+PYM,No,
GCCEPYMLIK,CYK0,PYM+LEV+CCE,No,
GCCEPYMPRT,CYP0,DIE+PYM+CCE,No,
GCLCACEPAR,CLC0,COD,No,
GCOA,COA0,COA,No,
GCOMMIT,CMM0,NUM,No,
GCOMMIT,CMM1,NUMREF+TYPREF,Yes,
GCOMMITD,CMD0,NUM+LIN,No,
GCOMMITX,CMX0,NUM+LIN+LEDTYP,No,
GDIAACC,GDA0,DIA,No,
GDIAACCD,GDC0,DIA+LINNUM,No,
GDIAENTRY,DIA,DIA,No,
GDIAENTRYD,GDD0,DIA+FLD,No,
GDIE,DIE0,DIE,No,
GDPDUDUD,GDPDUD0,USERID+TYP+NUM+LIG+DUDLIG,No,
GDUDSCR,GDS0,COD,No,
GENTLOT,LOT0,LOT,No,
GENTLOTA,LOA0,LOT+ORNVCR+LIN+ANALIN,No,
GENTLOTD,LOD0,LOT+ORNVCR+LIN,No,
GENTLOTH,LOH0,LOT+ORNVCR,No,
GFUPSCR,GFP0,COD,No,
GJOUCOA,JCO0,COA+JOU+LEG,No,
GJOUCOA,JCO1,JOU+COA+LEG,No,
GJOUCOA,JCO2,JOU+LEG+COA,No,
GJOURNAL,JOU0,JOU+LEG,No,
GJOURNAL,JOU1,DES,Yes,
GLCONSO,GLCO,LEDTYP+GRUGPY+CPYGRU+BPRGRU+ACCGRU+ACCNUM+ANALIN,No,
GLED,LED0,LED,No,
GRANTS,GRT0,GRAREF,No,
GRANTS,GRT1,CPY+GRAREF,No,
GRANTS,GRT2,CPY+FCY+GRAREF,No,
GRANTS,GRT3,CPY+FCY+INVPLN,Yes,
GRPACEMTC,GRM0,COD+NUMORD+CODACE1+LIG1,No,
GRPAUTACE,GRA0,COD,No,
GRPCUR,GCU0,GRP,No,
GRPDSP,GSP0,DIE+COD+CCE,No,
GRPDSP,GSP1,DIE,Yes,
GRPSAC,GSC0,COA+GRU+NUMLIN,No,
GRPSAC,GSC1,COA+GRU+SAC,No,
GTABACC,GTC0,CNSCOD+COD,No,
GTABACC2,GT20,COA+ACCROO,No,
GTABACC3,GTC3,CNSCOD+COD,No,
GTMPMTC,GMT0,ID+ACC+BPR+FCY+MTC+ACCNUM+DUDLIG,No,
GTYPACCENT,GTE0,TYP+LEG,No,
GVARCODPAR,GVA0,CODPAR,No,
GVARGAU,GVG0,CODVAR,No,
GVARPARGAU,GVP0,CODVAR+NOPAR,No,
GVARPARVAL,GVV0,COD+LINNUM+FLD+CODVAR+CODPAR,No,
HANDLING,HSH0,HSH,No,
HANDLINGR,HSR0,HSH+WEU+WEIMAW+CTN,No,
HD1CLOB,HD10,NUM+TYP,No,
HD2CLOB,HD20,NUM+TYP,No,
HD3CLOB,HD30,NUM+TYP,No,
HD4CLOB,HD40,NUM+TYP,No,
HD5CLOB,HD50,NUM+TYP,No,
HD6CLOB,HD60,NUM+TYP,No,
HD7CLOB,HD70,NUM+TYP+PRONUM,No,
HD7CLOB,HD71,PRONUM,Yes,
HD8CLOB,HD80,NUM+TYP,No,
HDKTASK,HDT0,HDTNUM,No,
HDKTASK,HDT1,SRENUM+TPL,Yes,
HDKTASK,HDT2,ITNNUM+TPL,Yes,
HDKTASKINV,HDI0,SRENUM+HDTORD,Yes,
HDKTRS,HTR0,HTRTYP+HTRNUM,No,
HDKTRS,HTR1,HTRNUM+HTRTYP,No,
HDKTRSVAL,HTV0,HTRTYP+HTRNUM,No,
HDKTRSVAL,HTV1,HTRNUM+HTRTYP,No,
HISTAXSPA,HTS0,YEA+CPY+FCY,No,
HISTOAMD,HAM0,CPY+UMRNUM+FLDCOD+PAYNUM,No,
HISTOCRM,HST0,RECNUM+RECTYP,Yes,
HISTOCRM,HST1,CLSNUM,Yes,
HISTOCRM,HST2,SSS+CLSNUM,Yes,
HISTODUD,HDU0,NUMHDU,No,
HISTODUD,HDU1,ACCNUM+DUDLIG,Yes,
HISTODUD,HDU2,CREDAT+NUMHDU,No,
HISTODUD,HDU3,ACCNUM+DUDLIG+NUMHDU,No,
HISTOMDT,HMDT0,CPY+UMRNUM+PAYDAT+PAYNUM,No,
HISTOMDT,HMDT1,PAYNUM,No,
HISTOOMM,HIM0,HIMNUM,No,
HISTOOMM,HIM1,OMMNUM+CCNNUM,Yes,
HISTOOMM,HIM2,OMMNUM+BPRNUM+CCNNUM,Yes,
HISTOOMM,HIM3,OMMNUM+BPRNUM,Yes,
HISTOOMM,HIM4,BPRNUM,Yes,
HISTOOMM,HIM5,CCNNUM,Yes,
HON281,HHO0,CPY+YEA+PRVNUM,No,
HON281D,DHO0,CPY+YEA+PRVNUM+TYPLIN+NUM+LIN,No,
HON281D,DHO1,CPY+YEA+PRVNUM+NUM+TYP281+TYPLIN+LIN,No,
HONLIN,HLN0,FCY+PRVNUM+DAT+HON+LINNUM,No,
HONLIN,HLN1,DADFCY+PRVNUM,Yes,
HONPRV,PRV0,PRVNUM,No,
HOROITM,HOI0,MACNUM+PBLNUM+AUSNUM,No,
HOROITM,HOI1,PBLNUM+MACNUM+AUSNUM,Yes,
HOROITM,HOI2,AUSNUM+PBLNUM+MACNUM,Yes,
HTMMAITXT,HTMMAI0,FNC+LAN+AUS,No,
HTMMAITXT,HTMMAI1,FNC+AUS+LAN,No,
ILOGIMG,ILO0,NOMFIC,No,
IMCDETPRT,IMP0,PRONUM+ITMREF+TYPCST+BRDCOD,No,
IMCDETPRT,IMP1,CURUID,Yes,
INCOTERM,ICT0,ICTCOD,No,
INCOTERMD,ICTD0,ICTCOD+CSTNAT,No,
INTCOFLO,ICF0,ABRFIC+NUM+CPYSRC+CPYTGR+FCYTGR,No,
INTCOFLO,ICF1,TYPVCR+NUMVCR+CPYTGR+FCYTGR+CPYSRC+ABRFIC+NUM,No,
INTERVEN,ITN0,NUM,No,
INTERVEN,ITN1,DATX,Yes,
INTERVEN,ITN2,BPC,Yes,
INTERVEN,ITN3,CCN,Yes,
INTERVEN,ITN4,REP+DATX,Yes,
INTERVEN,ITN5,REP+DAT,Yes,
INTERVEN,ITN6,DAT,Yes,
INTERVEN,ITN7,ITNORI+ITNORIVCR+ITNORIVCRL,Yes,
INVDACPAR,IDP0,CPY+TYP,No,
INVENTD,INVD0,CPY+REFDAT+NUMLIN,No,
INVENTD,INVD1,CPY+REFDAT+ITMREF,Yes,
INVENTD,INVD2,CPY+CUNSSSNUM+CUNLISNUM,Yes,
INVENTD,INVD3,CPY+REFDAT+CUNSSSNUM,Yes,
INVENTH,INV0,CPY+REFDAT,No,
INVNUMSPA,ISP0,NUM,No,
INVOPE,,,,
INVPAR,,,,
INVPCR,,,,
INVPRB,,,,
INVPRI,,,,
INVSTA,,,,
ITCDET,ICD1,UID+CODFIC+CLE+BRDCOD,No,
ITCDET,ICD2,ITMREF+STOFCY,Yes,
ITCDETPRT,ICP0,STOFCY+ITMREF+CSTTYP-ITCSEQ+MATREF+CPNTYP+UID+BRDCOD,No,
ITCDETPRT,ICP1,CURUID,Yes,
ITCMAT,ICC0,STOFCY+ITMREF+CSTTYP-ITCSEQ+MATREF+ECCVALMAJ+ECCVALMIN+CPNTYP+UID,No,
ITCMAT,ICC1,UID+STOFCY+ITMREF+CSTTYP,Yes,
ITCMATCH,ITC0,PRONUM+ITMREF,No,
ITCNAT,ICN0,STOFCY+ITMREF+CSTTYP-ITCSEQ+OVENAT+UID,No,
ITCWST,IWC0,STOFCY+ITMREF+CSTTYP-ITCSEQ+WST+SCOITMREF+UID,No,
ITCWSTW,IWW0,UID+STOFCY+ITMREF+CSTTYP+YEA+WST,No,
ITMABCWRK,ITK0,STOFCY+ITMREF,No,
ITMABCWRK,ITK1,STOFCY-ABCBAS+ITMREF,No,
ITMACGGRP,ITA0,ITMREF+LEG,No,
ITMBOM,ITB0,ITMREF+BOMALT+LLCTYP,No,
ITMBOM,ITB1,BOMALT+LLCTYP+LLC+ITMREF,No,
ITMBOMCFG,ITB0,ITMREF+BOMALT+LLCTYP,No,
ITMBOMCFG,ITB1,BOMALT+LLCTYP+LLC+ITMREF,No,
ITMBPC,ITU0,ITMREF+BPCNUM,No,
ITMBPC,ITU1,BPCNUM+ITMREFBPC,No,
ITMBPC,ITU2,BPCNUM+ITMDESBPC,Yes,
ITMBPS,ITP0,ITMREF+BPSNUM,No,
ITMBPS,ITP1,ITMREF+PIO+BPSNUM,No,
ITMBPS,ITP2,BPSNUM+ITMREFBPS,No,
ITMBPS,ITP3,BPSNUM+ITMDESBPS,Yes,
ITMBPS,ITP4,ITMREF+BOMALT,Yes,
ITMCATEG,ITG0,STOFCY+TCLCOD,No,
ITMCATEG,ITG1,TCLCOD+STOFCY,No,
ITMCOMP,ICM0,NUM,No,
ITMCOST,ITC0,STOFCY+ITMREF+CSTTYP-ITCSEQ+UID,No,
ITMCOST,ITC1,STOFCY+ITMREF+CSTTYP+ITCSTRDAT+ITCSEQ,Yes,
ITMCOST,ITC2,STOFCY+ITMREF+CSTTYP+ITCENDDAT+ITCSEQ,Yes,
ITMCOST,ITC3,UID+STOFCY+ITMREF+CSTTYP+ITCSTRDAT+ITCENDDAT,Yes,
ITMCPPLNK,ILK0,ITMNUM,Yes,
ITMCPPLNK,ILK1,ITMCPPNUM,Yes,
ITMCPPLNK,ILK2,ITMNUM+ITMCPPNUM,No,
ITMCPTVER,ICV0,ICVCOD,No,
ITMCUSNOM,INO0,ITMNOM,No,
ITMCUSNOM,INO1,ITMCUSSHO,Yes,
ITMFACILIT,ITF0,ITMREF+STOFCY,No,
ITMFACILIT,ITF1,STOFCY+ITMREF,No,
ITMMASTER,ITM0,ITMREF,No,
ITMMASTER,ITM1,ITMDES1,Yes,
ITMMASTER,ITM2,SEAKEY+ITMREF,No,
ITMMASTER,ITM3,CFGLIN+ITMREF,No,
ITMMASTER,ITM4,CFGVCRNUM+ITMREF,No,CFG
ITMMASTER,ITM5,PLMITMREF+ITMREF,No,PLM
ITMMVT,ITV0,ITMREF+STOFCY,No,
ITMMVT,ITV1,STOFCY+ITMREF,No,
ITMMVTHIS,ITH0,ITMREF+STOFCY+PERSTR,No,
ITMMVTHIS,ITH1,STOFCY+ITMREF+PERSTR,No,
ITMSALES,ITS0,ITMREF,No,
ITMSALES,ITS1,ITMDES1,Yes,
ITMWRH,ITW0,ITMREF+WRH,No,
ITMWRH,ITW1,WRH+ITMREF,No,
KCOEF,KCO0,ANO,No,
KPYIMPDTL,KPYD0,RECID+LINENO,No,
KPYIMPHDR,KPYH0,RECID,No,
KPYIMPTRAN,KPYT0,TYP+INVALUE+COA+FCY+ACC,No,
KPYIMPTRAN,KPUT1,TYP+COA+FCY,Yes,
KTEMPPOR,KTP0,AASREF,No,
LABELPRN,LBP0,NUMREQ+USR+RPTCOD+NUMLIG,No,
LASTCUSMVT,LCM0,BPCNUM+IFFTYP+CPY,No,
LASTSUPMVT,LSM0,BPSNUM+IFFTYP+CPY,No,
LAYOUTFAS,LOF0,CODLOF+LINLOF,No,
LAYOUTFAS,LOF1,CPY+CODLOF+LINLOF+FLGLIKAAS+GACACN,No,
LAYOUTFAS,LOF2,CPY+FCY+CODLOF+LINLOF,No,
LAYOUTFAS,LOF5,FCY+CODLOF+LINLOF,No,
LAYOUTFAS,LOF6,AASREF,Yes,
LEABILBOOK,LBB0,LEAREF+ENDPERDAT,No,
LEABILBOOK,LBB1,CPY+LEAREF+ENDPERDAT,No,
LEABILBOOK,LBB2,CPY+FCY+LEAREF+ENDPERDAT,No,
LEAD,LDS0,PSTNUM,No,
LEAD,LDS2,PSTTYP+PSTNUM,No,
LEASE,LEA0,LEAREF,No,
LEASE,LEA1,CPY+LEAREF,No,
LEASE,LEA2,CPY+FCY+LEAREF,No,
LEASE,LEA3,LEAREFORI,Yes,
LNKCPTABD,LCA0,TYP+NUM,Yes,
LNKCPTABD,LCA1,TYP+NUM+NUMENR,No,
LNKCPTABD,LCA2,REF+DPRPLN+FIYENDDAT+PERENDDAT,Yes,
LNKCPTABX3,LCA0,CPY+FCY+TYP-ACCDAT+NUM,No,
LNKCPTABX3,LCA1,CPTREF,Yes,
LNKCPTABX3,LCA2,TYP+NUM,No,
LNKCPTABX3,LCA3,CPY+FCY+ACETYP+TYP+NUM,No,
LOCALIZAT,,,,
LTAPAR,LTP0,DOSSIER,No,
LTAVCR,LTV0,VCRTYP+VCRNUM+LTVSEQ,No,
MACHINES,MAC0,MACNUM,No,
MACHINES,MAC1,BPCNUM+CCNNUM,Yes,
MACHINES,MAC2,BPCNUM,Yes,
MACHINES,MAC3,CCNNUM,Yes,
MACHINES,MAC5,MACPDTCOD+MACSERNUM,Yes,
MACITN,MAI0,MACNUM,Yes,
MACITN,MAI1,MACNUM+CLSNUM,Yes,
MACITN,MAI2,BPCTYP+BPC,Yes,
MACWARREQ,MWR0,MACNUM,Yes,
MAILING,OMM0,OMMNUM,No,
MAILING,OMM1,CMGNUM,Yes,
MAILING,OMM2,CREDAT,Yes,
MAILXML,MXL0,NUM,No,
MAILXMLD,MXD0,NUM+TAB+FIE,No,
MANDATE,MDT0,CPY+UMRNUM,No,
MANDATE,MDT1,CPY+BPCNUM+UMRNUM,No,
MARASSDEF,MAD0,RECORDNUM+RECORDADD+RECORDTYP,No,
MARASSDEF,MAD1,RECORDNUM+RECORDTYP,Yes,
MARASSREP,MAR0,RECORDNUM+RECORDADD+RECORDTYP,Yes,
MARASSREP,MAR1,RECORDNUM+RECORDTYP,Yes,
MARASSREP,MAR2,RECORDNUM+RECORDADD+RECORDTYP+REPTYP,Yes,
MARASSREP,MAR3,RECORDNUM+RECORDTYP+REPTYP,Yes,
MARDEF,MDF0,MARSCTNUM,Yes,
MARDEF,MDF1,MARSCTNUM+CRINUM,No,
MARDEF,MDF2,MARSCTNUM+CRINUM+MARSCTTAB+MARSCTFIE,Yes,
MARDEFVAL,MDV0,MARSCTNUM+CRINUM,Yes,
MARDEFVAL,MDV1,MARSCTNUM+CRINUM+SCTVALNUM,No,
MARREPSEC,MRS0,MARSCTNUM,Yes,
MARREPSEC,MRS1,MARSCTNUM+SCTREPSEC,No,
MARSCT,MST0,MARSCTNUM,No,
MATCHCODE,MTC0,COA+ACC+BPR,No,
MATCHTOL,MAT0,MATTOL,No,
MATCSTW,MAW0,MAWUID+STOFCY+ITMREF+ECCVALMAJ+ECCVALMIN+CPNTYP,No,
MEDIA,OMN0,OMNNUM,No,
MEDIA,OMN1,CMGNUM,Yes,
MEMFOR,FOG0,CODMSK+CODZON+USR+FORCOD,No,
MESPAR,MPA0,ID,No,
MFCDETPRT,MCP0,STOFCY+ITMREF+VCRTYP+VCRNUM+VCRLIN+MFCTYP1+MFCTYP2+UID+CURUID+BRDCOD+TYPCST,No,
MFCMAT,MCC0,STOFCY+ITMREF+VCRTYP+VCRNUM+VCRLIN+MFCTYP+MATREF+ECCVALMAJ+ECCVALMIN+UID,No,
MFCNAT,MCN0,STOFCY+ITMREF+VCRTYP+VCRNUM+VCRLIN+MFCTYP+OVENAT+UID,No,
MFCSCRAP,MCS0,STOFCY+ITMREF+VCRTYP+VCRNUM+VCRLIN+MFCTYP+UID,No,
MFCTYPREL,MTR0,UID+MFCTYP,No,
MFCWST,MCW0,STOFCY+ITMREF+VCRTYP+VCRNUM+VCRLIN+MFCTYP+WST+UID,No,
MFGANL,MFA0,MFGFCY+MFGNUM+PEREND,No,
MFGCOST,MFC0,STOFCY+ITMREF+VCRTYP+VCRNUM+VCRLIN+MFCTYP+UID,No,
MFGCOST,MFC1,VCRTYP+VCRNUM+VCRLIN,Yes,
MFGHEAD,MFG0,MFGNUM,No,
MFGHEAD,MFG1,MFGFCY+MFGTRKFLG,Yes,
MFGHEAD,MFG2,MTOREF,Yes,
MFGHEADTRK,MTK0,MFGTRKNUM,No,
MFGHEADTRK,MTK1,MFGNUM+MFGTRKNUM,No,
MFGHEADTRK,MTK2,PTHNUM+PTDLIN,Yes,
MFGITM,MFI0,MFGNUM+MFGLIN,No,
MFGITM,MFI1,MFGFCY+STRDAT,Yes,
MFGITM,MFI2,MFGNUM,Yes,
MFGITMTRK,MKI0,MFGTRKNUM+ITMTRKLIN,No,
MFGITMTRK,MKI1,MFGNUM+MFGTRKNUM+ITMTRKLIN,No,
MFGMAT,MFM0,MFGNUM+MFGLIN+BOMSEQ+ITMREF,No,
MFGMAT,MFM1,MFGFCY+RETDAT,Yes,
MFGMAT,MFM2,MFGFCY+MFGPIO+RETDAT,Yes,
MFGMAT,MFM3,MFGNUM+BOMOPE+ITMREF,Yes,
MFGMATTRK,MKM0,MFGTRKNUM+MATTRKLIN,No,
MFGMATTRK,MKM1,MFGNUM+MFGTRKNUM+MATTRKLIN,No,
MFGOPE,MFO0,MFGNUM+OPENUM+OPESPLNUM,No,
MFGOPE,MFO1,POHNUM+POPLIN+POPSEQ,Yes,
MFGOPE,MFO2,MFGFCY+EXTWST+SCHSBB+MFGNUM,Yes,
MFGOPETRK,MKO0,MFGTRKNUM+OPETRKLIN,No,
MFGOPETRK,MKO1,MFGNUM+MFGTRKNUM+OPETRKLIN,No,
MFGPRN,MFP0,MFGNUM,No,
MFGTRS,MTS0,MTSTYP+MTSNUM,No,
MFGTRS,MTS1,MTSNUM+MTSTYP,No,
MFGVERSION,MFV0,TABLE+VERSION+CLE,No,
MFGWIP,MWH0,VCRTYP+VCRNUM,No,
MFGWIP,MWH1,TRKTYP+STRDAT,Yes,
MKGLEVEL,MKL0,OPGNUM+KEYTYPE+DATAKEY,No,
MKGOPG,MOG0,MKGQUR+OPGNUM+TGR,No,
MKGOPG,MOG1,MKGQUR+TGR,Yes,
MKGOPG,MOG2,OPGNUM+TGR,Yes,
MKGQUR,MQR0,QURNUM,No,
MKGQURPPL,MQP0,QURNUM,Yes,
MKGQURPPL,MQP1,QURNUM+PPLORD,No,
MMSDEFVAL,MMV0,ID+CODFIC+CODZONE,No,
MMSPAR,MMS0,ID,No,
MODSCALE,MOD1,MODSCALE,No,
MTCAUTO,MTU0,NUM,No,
MTCBATCH,MTB0,MTCNUM+ACCNUM+DUDLIG,No,
MTCGAUTMP,MGT0,COD+LINNUM+CLEA1+CLEA2+ACCNUM,No,
MTKCRDASW,MTA0,MFGTRKNUM+OPETRKLIN+QSTNUM,No,
MTOHEAD,MTO0,MTOREF,No,
MTOLINK,MLK0,STOFCY+ITMREF+DEMTYP+DEMNUM+DEMLIN+DEMSEQ,Yes,
MTOLINK,MLK1,STOFCY+ITMREF+RESSTYP+RESSNUM+RESSLIN+RESSSEQ,Yes,
MWMCRDASW,MWA0,MFGNUM+BOMOPE+ITMREF+IPTDAT+MVTSEQ+QSTNUM,No,
NETAUTO,NTO0,ACCNUM+DUDLIG+IND,No,
NETAUTO,NTO1,UIDUSR,Yes,
NETAUTO,NTO2,ACCNUMVCR,Yes,
NOTCATEG,NTG0,NTGTYP+NTGCOD,No,
NOTE,NTS0,CODE+NTSCOD2,No,
NRYPAR,,,,
NUMCAI,,,,
OMMRESULT,MRE0,OPGNUM+MRENUM,No,
OMMRPT,OMR0,LAN+MAGTPL,No,
OPERATIONS,OPS0,OPSNUM,No,
OPERATIONS,OPS1,MFGNUM+OPENUM+OPESPLNUM,No,
OPERATIONS,OPS2,POHNUM+POPLIN+POPSEQ,Yes,
OPERATIONS,OPS3,MFGFCY+OPESTR+MFGNUM,Yes,
OPPOR,OPP0,OPPNUM,No,
OPPOR,OPP1,OPPCDA,Yes,
OPPOR,OPP2,OPPCMGNUM,Yes,
OPPOR,OPP3,OPPOPGNUM,Yes,
OPPOR,OPP4,OPPCMP,Yes,
OPPOR,OPP5,OPPMCN,Yes,
OPPOR,OPP6,OPPREP+OPPCDA,Yes,
OPPOR,OPP7,OPPORI+OPPORIVCR+OPPORIVCRL,Yes,
ORDCOMP,DOO0,BPRNUM,No,
ORDCOV,ORC0,VCRTYPDST+VCRNUMDST+VCRLINDST+VCRSEQDST+WIPSTADST,Yes,
ORDCOV,ORC1,VCRTYP+VCRNUM+VCRLIN+VCRSEQ,Yes,
ORDERS,ORD0,WIPTYP+WIPNUM+ITMREF,No,
ORDERS,ORD1,STOFCY+ITMREF+ENDDAT,Yes,
ORDERS,ORD2,ITMREF+ENDDAT,Yes,
ORDERS,ORD3,STOFCY+VCRTYP+VCRNUM+VCRLIN+VCRSEQ,Yes,
ORDERS,ORD4,ITMREF+STOFCY+WIPTYP,Yes,
ORDOOPAR,ORO0,ID,No,
ORDOPPAR,ORP0,ID,No,
OVENAT,ONA0,OVENAT,No,
OVERHEAD,OVE0,OVECOD,No,
PARESC,PEC0,ESCNUM,No,
PARESC,PEC1,ENAFLG+ESCCAT,Yes,
PAREVT,PVT0,EVT+PLN+EVTINT,No,
PAREVT,PVT1,EVT+EVTINT,No,
PAREVTD,PVD0,EVTINT+FLDNAM,No,
PAREVTD,PVD1,EVTINT,Yes,
PAREVTD,PVD2,EVTINT+NUMLIG+FLDNAM,No,
PARFLUX,PFL0,CODTXS+COA+POSTXS,No,
PARFLUXDET,PFD0,CODTXS+COA+POSTXS+GAC,No,
PARFLUXDET,PFD1,CODTXS+COA+GAC,No,
PARJAL,PJA0,MFGFCY,No,
PARLDAP,LDA0,CPY,No,
PARMRP,PCB0,STOFCY,No,
PARMTO,PTO0,PTOCOD,No,
PARSTA1,PS10,COD,No,
PARSTA2,PS20,COD,No,
PARSTA2,PS21,UPDCOD,Yes,
PARSTALIG,PSL0,COD+NUMLIG,No,
PARSTOACC,PAS0,LEG+CPY+TRSTYP,No,
PARTAXUSA,PTU0,COD,No,
PARTRZL,TZL0,KEYTZL,No,
PARTRZL,TZL1,OBJSRC+OBJDES+CPY,No,
PARTRZLDET,TZD0,KEYTZL+CODZONSRC+CODZONDES,No,
PARWIPACC,PWA0,LEG+CPY+TXNTYP,No,
PARWIPACCS,SWA0,LEG+CPY+TXNTYP,No,
PAYACCNUM,PAN0,TYPNUM+NUM+STA+ACCNUM,No,
PAYACCNUMD,PMD0,NUM+ACCSTA+ACCNUM,No,
PAYFRM,FRM0,FRMFLG+FRMNUM,No,
PAYLOT,PYL0,COD,No,
PAYMENTA,PYA0,NUM+LIN+LINANA,No,
PAYMENTD,PYD0,NUM+LIN,No,
PAYMENTD,PYD1,DUDNUM+DUDLIG+NUM+LIN,No,
PAYMENTD,PYD2,NUM+LIN+CURLIN,No,
PAYMENTH,PYH0,NUM,No,
PAYMENTH,PYH1,FRMFLG+FRMNUM+FRMLIN,Yes,
PAYMENTH,PYH2,PAYLOT+PAYLOTLIG+NUM,No,
PAYMENTH,PYH3,PAYTYP-NUM,No,
PAYMENTH,PYH4,DUDDAT+NUM,No,
PAYMTCTMP,PMP0,NUM+NUMORD+LEDTYP+FCY+ACC+BPR+OCC1+OCC2,Yes,
PAYMTCTMP,PMP1,NUM+NUMORD+LEDTYP+FCY+ACC+BPR+ACCNUM,Yes,
PAYMTCTMP,PMP2,NUM+NUMORD+LEDTYP+CUR+FCY+ACC+BPR+OCC1+OCC2,Yes,
PAYMTCTMP,PMP3,UIDUSR,Yes,
PAYMTCTMP2,PM20,TYP+NUM+LEDTYP+CUR+FCY+ACC+BPR+ACCNUM,No,
PAYMTCTMP2,PM21,UIDUSR,Yes,
PAYORDER,PYO0,DUDNUM+DUDLIG+PAYNUM,No,
PAYPTD,,,,
PAYPTH,,,,
PAYPTHDOC,,,,
PAYPTHRIT,,,,
PAYTMP,PTP0,TYPREC+NUM+CODACE+LIGCODACE+VCRNUM+LIG+NUMORD,No,
PAYTMP,PTP1,TYPREC+NUM+CODACE+VCRNUM+LIG+LIGCODACE+NUMORD,No,
PAYTMP,PTP2,TYPREC+NUM+LIG+DUDNUM+DUDLIG+CODACE+LIGCODACE,Yes,
PAYTMP,PTP3,UIDUSR,Yes,
PAYVAT,PYHV0,PAYNUM+PAYLIN+PAYMENTSTA,No,
PBDBPGRP,PBDBPG0,COD+LEG,No,
PBDBPGRPD,PBDBPD0,COD+LEG+BPR,No,
PBDCONFIG,PBDCNF0,CODE+LEG,No,
PBDCONFIG,PBDCNF1,LEG+GRPORCPY+LEDTYP+ROOTACC,Yes,
PBDCONFIGD,PBDCNFD0,CODE+LEG+ISINCLUDED+LINE,No,
PBDECOCOD,PBDECO0,COD+LEG,No,
PBDECOCOD,PBDECO1,LEG+COD,No,
PBDECODITM,PBDEIT0,LEG+ITM,No,
PBDGEN,PBDGEN0,CODE,No,
PBDGEND,PBDGEND0,CODE+LEG+ISDETAIL+ISOITEM+LINE,No,
PBDUICONF,PBDUIC0,LEG,No,
PBDUICONFD,PBDUID0,LEG+LIN,No,
PDPDET,CBD0,STOFCY+ITMREF+BUC+REQDAT+WIPTYP+WIPNUM,No,
PDPDET,CBD1,STOFCY+SUGTYP+SUGSTA+SUGNUM,Yes,
PDPDET,CBD2,STOFCY+ITMREF+WIPTYP+WIPSTA,Yes,
PDPDET,CBD3,ITMREF+STOFCY+BUC+REQDAT+WIPTYP+WIPNUM,No,
PDPDET,CBD4,ITMREFORI+STOFCY+WIPTYP+WIPSTA,Yes,
PDPHEA,CBH0,STOFCY+ITMREF,No,
PDPHEA,CBH1,STOFCY+LLC+ITMREF,No,
PERIOD,PER0,CPY+LEDTYP+FIYNUM+PERNUM,No,
PERIOD,PER1,LEDTYP,Yes,
PFOOTINV,PFI0,PFINUM,No,
PHONECALL,CLL0,CLLNUM,No,
PHONECALL,CLL1,CLLDATX,Yes,
PHONECALL,CLL2,CLLCMP,Yes,
PHONECALL,CLL3,CLLCCN,Yes,
PHONECALL,CLL4,CLLREP+CLLDATX,Yes,
PHONECALL,CLL5,CLLCMGNUM,Yes,
PHONECALL,CLL6,CLLOPGTYP+CLLOPGNUM,Yes,
PHONECALL,CLL7,CLLORI+CLLORIVCR+CLLORIVCRL,Yes,
PHONECALL,CLL8,CLLDAT+CLLHOU+CLLNUM,No,
PHONING,OMP0,OMPNUM,No,
PHONING,OMP1,CMGNUM,Yes,
PHONING,OMP2,OMPSTR,Yes,
PHYBUI,BUI0,BUICOD,No,
PHYELT,PHY0,PHYREF,No,
PHYELT,PHY3,BAC+CPY,Yes,
PHYELT,PHY4,CPY+FCY+PHYREF,No,
PHYELT,PHY5,AASREF+PHYREF,No,
PHYLCT,LCT0,LCTCOD,No,
PHYLCT,LCT1,FCY+LCTCOD,No,
PHYLCT,LCT2,BAC+FCY+LCTCOD,No,
PHYMVT,PMVT0,PHYREF+NUM,No,
PINVOICE,PIH0,NUM,No,
PINVOICE,PIH1,BPR+BPRVCR,Yes,
PINVOICE,PIH2,GTE+NUM,No,
PINVOICE,PIH3,ACCDAT+BPR,Yes,
PINVOICE,PIH4,CUR+BPR+NUM,No,SVC
PINVOICE,PIH5,CPY+EECNUMDEB+ACCDAT,Yes,DEB
PINVOICE,PIH6,RCRNUM+RCRDAT,Yes,
PINVOICED,PID0,NUM+PIDLIN,No,
PINVOICED,PID1,TYPORI+NUMORI+LINORI+SEQORI+NUM+PIDLIN,No,
PINVOICED,PID2,ITMREF+NUM+PIDLIN,No,
PINVOICED,PID3,BPR+INVTYP+ITMREF+NUM+PIDLIN,No,
PINVOICED,PID4,POHNUM+POPLIN+POQSEQ,Yes,
PINVOICEV,PIV0,NUM,No,
PITCOUNT,PCT0,SRENUM+TPYFLG+FGVCAH+BPC+MAC+PBL+HDT+HDTSEQ,No,
PITCOUNT,PCT1,CONNUM,Yes,
PITCOUNT,PCT2,LOO,No,
